,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
94,faya,0,SA,1561592490,19,18.39,42.45,73.4,1.25
95,butaritari,83,KI,1561592490,77,3.07,172.79,83.39,13.22
96,brae,90,GB,1561592490,93,60.4,-1.35,51.8,6.93
97,bratsk,10,RU,1561592490,56,56.15,101.63,68.0,6.71
98,lac du bonnet,0,CA,1561592490,28,50.25,-96.06,81.0,3.0
99,atar,4,MR,1561592490,12,20.52,-13.05,97.25,15.48
100,homer,1,US,1561592490,72,59.64,-151.54,71.01,12.75
101,leshukonskoye,93,RU,1561592491,67,64.9,45.76,48.29,5.32
102,patacamaya,0,BO,1561592491,25,-17.23,-67.92,41.27,7.16
103,new port richey,1,US,1561592395,58,28.24,-82.72,95.0,12.75
104,kristiansund,100,NO,1561592491,87,63.12,7.73,50.0,16.11
105,port elizabeth,1,US,1561592491,48,39.31,-74.98,89.01,5.82
106,tiznit,0,MA,1561592406,88,29.7,-9.73,66.83,18.81
107,high level,75,CA,1561592491,29,58.52,-117.13,75.2,6.93
108,okhotsk,9,RU,1561592491,37,59.36,143.24,73.13,14.43
109,ko samui,20,TH,1561592491,74,9.54,99.94,84.2,5.82
110,saint-augustin,75,CA,1561592492,60,45.63,-73.98,77.0,17.22
111,saint anthony,1,US,1561592492,28,43.97,-111.68,80.6,12.75
112,atuona,0,PF,1561592492,77,-9.8,-139.03,80.51,16.91
113,new norfolk,0,AU,1561592272,75,-42.78,147.06,51.01,8.05
114,mount isa,37,AU,1561592492,42,-20.73,139.49,64.4,12.75
115,mount gambier,17,AU,1561592266,76,-37.83,140.78,51.8,12.75
116,tubuala,40,PA,1561592492,70,9.52,-79.03,86.0,5.82
117,constitucion,40,MX,1561592492,9,23.99,-104.67,87.8,10.29
118,yokadouma,91,CM,1561592493,99,3.52,15.05,67.55,3.67
119,nobres,54,BR,1561592493,79,-14.72,-56.34,70.61,7.25
120,kuusamo,0,FI,1561592493,81,65.96,29.19,50.0,3.36
121,provideniya,90,RU,1561592493,87,64.42,-173.23,53.6,11.18
122,nikolskoye,40,RU,1561592493,76,59.7,30.79,57.2,2.24
123,port alfred,81,ZA,1561592493,88,-33.59,26.89,57.0,4.0
124,namatanai,90,PG,1561592493,80,-3.66,152.44,81.41,13.22
125,miles city,1,US,1561592494,34,46.41,-105.84,80.6,10.29
126,norman wells,20,CA,1561592494,38,65.28,-126.83,59.0,11.41
127,miyako,75,JP,1561592494,88,33.63,130.94,78.01,9.17
128,petropavlovsk-kamchatskiy,75,RU,1561592494,93,53.05,158.65,48.2,2.24
129,miri,42,NG,1561592494,83,10.31,9.75,74.03,2.84
130,vaini,95,IN,1561592494,88,15.34,74.49,77.99,4.38
131,avera,1,US,1561592494,62,33.19,-82.53,87.8,3.6
132,bluff,10,AU,1561592495,65,-23.58,149.07,68.09,25.19
133,aliwal north,78,ZA,1561592474,63,-30.69,26.71,41.45,5.46
134,sao filipe,0,CV,1561592495,85,14.9,-24.5,74.39,22.53
135,kamloops,75,CA,1561592292,26,50.68,-120.34,78.8,13.87
136,kodra,100,UA,1561592495,64,50.59,29.56,71.01,6.71
137,ribeira grande,94,PT,1561592495,75,38.52,-28.7,65.39,15.21
138,matadi,22,CD,1561592495,94,-5.83,13.46,64.49,0.89
139,nalut,0,LY,1561592495,53,31.86,10.98,75.65,12.01
140,longyearbyen,75,NO,1561592496,75,78.22,15.63,41.0,17.22
141,carballo,20,ES,1561592496,88,43.21,-8.69,64.99,1.12
142,ponta do sol,78,BR,1561592496,57,-20.63,-46.0,66.47,4.43
143,cabra,55,ES,1561592496,53,37.47,-4.43,77.0,8.05
144,bundaberg,75,AU,1561592211,82,-24.87,152.35,75.0,16.11
145,mareeba,90,AU,1561592496,73,-16.99,145.42,75.99,12.75
146,ambilobe,51,MG,1561592496,91,-13.19,49.05,70.07,3.42
147,bogalusa,1,US,1561592496,58,30.79,-89.85,89.6,8.05
148,arraial do cabo,0,BR,1561592497,73,-22.97,-42.02,75.2,5.82
149,saldanha,0,PT,1561592497,72,41.42,-6.55,65.03,1.03
150,kahului,40,US,1561592497,52,20.89,-156.47,87.8,14.99
151,kodiak,1,US,1561592497,54,39.95,-94.76,84.2,8.05
152,sitka,49,US,1561592497,48,37.17,-99.65,90.0,15.01
153,tazovskiy,98,RU,1561592308,72,67.47,78.7,42.17,11.52
154,yar-sale,63,RU,1561592497,74,66.83,70.83,46.13,4.18
155,zyryanka,50,RU,1561592497,29,65.73,150.89,67.55,18.68
156,whitehorse,75,CA,1561592498,46,60.72,-135.06,69.8,5.82
157,itaituba,100,BR,1561592498,67,-4.26,-55.99,80.51,2.08
158,saint-philippe,75,CA,1561592498,60,45.36,-73.48,77.0,17.22
159,iwanai,100,JP,1561592498,63,42.97,140.51,67.37,6.17
160,cotui,90,DO,1561592498,100,19.05,-70.15,80.6,6.93
161,cooma,75,AU,1561592498,100,-36.24,149.13,30.2,8.05
162,hithadhoo,58,MV,1561592498,72,-0.6,73.08,84.11,8.81
163,dumai,94,ID,1561592499,92,1.68,101.45,75.65,1.45
164,jijiga,69,ET,1561592499,94,9.35,42.8,59.99,9.15
165,sorong,100,ID,1561592499,83,-0.86,131.25,79.79,10.49
166,gusinoye ozero,87,RU,1561592499,89,51.11,106.26,49.55,7.02
167,la ronge,40,CA,1561592499,68,55.1,-105.3,64.4,5.82
168,itapaci,0,BR,1561592499,45,-14.95,-49.55,70.25,2.8
169,sibu,75,MY,1561592499,94,2.29,111.83,75.2,3.36
170,ust-maya,0,RU,1561592499,43,60.42,134.54,70.43,5.59
171,conde,0,BR,1561592500,97,-11.81,-37.61,67.73,2.73
172,beyneu,0,KZ,1561592500,47,45.32,55.19,75.11,7.23
173,barcelos,90,BR,1561592500,96,-0.97,-62.93,74.57,2.1
174,maldonado,0,UY,1561592500,61,-34.91,-54.96,48.2,6.93
175,krasnaya gorka,76,RU,1561592500,97,55.19,56.67,44.51,1.28
176,isangel,75,VU,1561592500,74,-19.55,169.27,80.6,3.36
177,zhezkazgan,99,KZ,1561592500,63,47.8,67.71,70.43,7.31
178,luyang,93,CN,1561592501,94,31.88,117.26,73.4,2.24
179,acapulco,40,MX,1561592501,70,16.86,-99.88,87.8,5.82
180,shushtar,0,IR,1561592501,10,32.05,48.86,87.35,6.51
181,shelburne,20,CA,1561592429,47,44.08,-80.2,80.6,11.41
182,teluknaga,20,ID,1561592501,73,-6.1,106.64,78.01,5.82
183,tiksi,3,RU,1561592501,39,71.64,128.87,68.09,10.6
184,samarai,63,PG,1561592501,90,-10.62,150.67,77.63,6.67
185,pacific grove,75,US,1561592217,68,36.62,-121.92,77.0,10.29
186,yerbogachen,28,RU,1561592501,50,61.28,108.01,72.59,2.82
187,chengde,100,CN,1561592502,47,40.97,117.93,75.29,3.65
188,caravelas,61,BR,1561592502,82,-17.73,-39.27,74.21,5.7
189,haapsalu,90,EE,1561592502,100,58.95,23.55,57.99,1.12
190,fairbanks,40,US,1561592205,20,64.84,-147.72,79.0,3.36
191,klaksvik,19,FO,1561592502,100,62.23,-6.59,48.2,9.17
192,bathsheba,100,BB,1561592502,80,13.22,-59.52,80.51,20.58
193,syasstroy,74,RU,1561592502,86,60.14,32.56,51.71,7.23
194,flinders,20,AU,1561592502,100,-34.58,150.85,64.0,5.82
195,georgetown,75,GY,1561592343,78,6.8,-58.16,82.4,11.41
196,saint-francois,0,FR,1561592503,83,46.42,3.91,71.6,1.12
197,hare bay,75,CA,1561592503,58,48.86,-53.99,59.0,11.41
198,coreau,100,BR,1561592503,75,-3.53,-40.66,71.87,2.89
199,makakilo city,75,US,1561592503,78,21.35,-158.09,82.0,8.05
200,pevek,10,RU,1561592503,85,69.7,170.27,33.89,15.05
201,boa vista,75,BR,1561592413,69,2.82,-60.67,82.4,9.17
202,shiyan,100,CN,1561592504,82,32.65,110.78,69.71,2.62
203,kaeo,5,NZ,1561592274,85,-35.1,173.78,57.0,1.99
204,tuatapere,92,NZ,1561592504,75,-46.13,167.69,53.01,4.0
205,asyut,0,EG,1561592504,33,27.18,31.19,86.0,4.7
206,hasaki,75,JP,1561592505,78,35.73,140.83,81.0,8.05
207,lithakia,20,GR,1561592505,68,37.72,20.83,81.0,10.63
208,vaitape,1,PF,1561592505,73,-16.52,-151.75,80.51,6.55
209,guanhaes,0,BR,1561592505,81,-18.77,-42.93,61.07,2.06
210,trujillo,31,VE,1561592505,82,9.37,-70.44,72.05,3.49
211,umm lajj,0,SA,1561592506,64,25.02,37.27,85.73,12.21
212,lucapa,1,AO,1561592506,33,-8.42,20.74,64.31,3.8
213,inhambane,4,MZ,1561592506,95,-23.87,35.38,60.35,2.66
214,college,40,US,1561592506,20,64.86,-147.8,79.0,3.36
215,tura,100,RU,1561592506,62,64.27,100.22,68.09,2.21
216,torbay,20,CA,1561592506,76,47.66,-52.73,51.01,3.36
217,wagga wagga,0,AU,1561592507,81,-35.12,147.37,51.01,8.05
218,townsville,0,AU,1561592507,56,-19.26,146.82,71.6,5.82
219,polovinnoye,0,RU,1561592507,90,54.79,65.99,47.57,5.1
220,bushehr,0,IR,1561592507,70,28.97,50.84,86.0,6.93
221,tortoli,5,IT,1561592507,64,39.93,9.66,75.2,6.93
222,port-gentil,20,GA,1561592507,88,-0.72,8.78,75.2,5.82
223,souillac,0,FR,1561592507,65,45.6,-0.6,84.2,9.17
224,upernavik,0,GL,1561592508,87,72.79,-56.15,34.25,11.05
225,luanda,0,AO,1561592508,88,-8.83,13.24,69.8,5.82
226,khatanga,0,RU,1561592508,41,71.98,102.47,53.15,8.97
227,rocha,50,UY,1561592239,74,-34.48,-54.34,44.69,10.27
228,geraldton,75,CA,1561592508,43,49.72,-86.95,73.4,11.41
229,san cristobal,90,HN,1561592223,87,14.68,-86.92,69.53,10.45
230,hofn,63,IS,1561592508,83,64.25,-15.21,44.33,13.0
231,gat,20,SN,1561592277,78,14.69,-16.54,78.8,9.17
232,evensk,33,RU,1561592509,46,61.92,159.24,61.25,20.47
233,nakhon phanom,100,LA,1561592509,88,17.4,104.79,78.89,3.49
234,borogontsy,0,RU,1561592509,39,62.67,131.17,73.13,3.91
235,burnie,88,AU,1561592509,95,-41.05,145.91,51.01,1.99
236,lata,27,IN,1561592509,70,30.78,78.62,34.97,1.9
237,salalah,75,OM,1561592509,88,17.01,54.1,82.4,6.93
238,sainte-marie,75,CA,1561592510,73,46.45,-71.03,75.2,3.13
239,ambon,0,FR,1561592510,88,47.55,-2.56,75.99,12.75
240,charters towers,26,AU,1561592489,63,-20.07,146.27,66.83,11.41
241,westerland,90,NL,1561592510,82,52.89,4.93,62.01,9.17
242,belmonte,0,PT,1561592510,67,40.36,-7.35,63.0,1.66
243,hambantota,97,LK,1561592284,77,6.12,81.12,82.49,18.12
244,pavlodar,0,KZ,1561592511,93,52.28,76.96,64.4,6.71
245,san lorenzo,40,HN,1561592512,58,13.43,-87.45,84.2,4.92
246,sarangani,99,PH,1561592512,72,5.4,125.46,83.21,4.43
247,vagur,67,FO,1561592513,96,61.47,-6.81,49.91,12.64
248,dunedin,0,NZ,1561592513,40,-45.87,170.5,59.0,8.01
249,sambava,0,MG,1561592513,89,-14.27,50.17,65.39,3.29
250,ghoti,91,IN,1561592513,88,19.72,73.62,74.75,5.68
251,los llanos de aridane,40,ES,1561592514,68,28.66,-17.92,71.6,12.75
252,komsomolskiy,86,RU,1561592514,84,67.55,63.78,40.73,5.28
253,aripuana,61,BR,1561592514,73,-9.17,-60.63,76.91,1.28
254,pospelikha,0,RU,1561592514,78,51.99,81.83,57.83,6.06
255,vostok,100,RU,1561592514,99,46.45,135.83,58.91,1.61
256,sao miguel do araguaia,0,BR,1561592514,47,-13.28,-50.16,73.49,2.62
257,iqaluit,20,CA,1561592515,75,63.75,-68.52,44.6,11.41
258,kieta,60,PG,1561592479,70,-6.22,155.63,83.93,6.69
259,kulachi,0,PK,1561592515,45,31.93,70.46,85.55,2.04
260,esperance,90,AU,1561592515,93,-33.86,121.89,53.6,14.99
261,walvis bay,52,NA,1561592515,87,-22.95,14.51,59.0,12.75
262,kidal,41,ML,1561592515,34,18.44,1.41,85.37,6.22
263,yumen,71,CN,1561592515,53,40.29,97.04,65.93,20.87
264,guerrero negro,100,MX,1561592516,82,27.97,-114.04,64.49,13.0
265,majene,10,ID,1561592516,82,-3.54,118.97,81.23,26.89
266,clyde river,20,CA,1561592516,86,70.47,-68.59,39.2,13.87
267,ranot,99,TH,1561592516,86,7.78,100.32,78.53,8.86
268,kargasok,100,RU,1561592516,98,59.06,80.87,57.65,4.38
269,cabo san lucas,5,MX,1561592378,19,22.89,-109.91,97.0,10.29
270,luderitz,0,NA,1561592516,93,-26.65,15.16,46.4,2.24
271,kruisfontein,20,ZA,1561592517,88,-34.0,24.73,53.15,5.93
272,moramanga,67,MG,1561592517,98,-18.95,48.23,53.15,2.95
273,oranjemund,0,ZA,1561592517,77,-28.55,16.43,54.95,8.28
274,nome,1,US,1561592517,70,30.04,-94.42,87.8,5.82
275,emerald,75,AU,1561592517,72,-23.53,148.16,64.4,18.34
276,kontagora,66,NG,1561592517,84,10.4,5.47,76.37,8.63
277,bandarbeyla,88,SO,1561592295,64,9.49,50.81,78.53,28.01
278,lagunas,31,PE,1561592518,94,-5.23,-75.68,74.21,3.36
279,nhulunbuy,40,AU,1561592518,78,-12.18,136.78,75.2,8.05
280,tabou,99,CI,1561592297,94,4.42,-7.36,73.49,4.52
281,pangnirtung,0,CA,1561592518,54,66.15,-65.72,52.07,5.26
282,tiarei,75,PF,1561592304,70,-17.53,-149.33,84.2,11.41
283,puerto leguizamo,20,CO,1561592518,90,-0.19,-74.78,74.75,2.75
284,atherton,90,AU,1561592519,73,-17.27,145.48,75.99,12.75
285,norilsk,0,RU,1561592519,57,69.35,88.2,44.6,8.95
286,saint-joseph,0,FR,1561592519,65,43.56,6.97,84.2,3.36
287,pudozh,92,RU,1561592519,91,61.81,36.54,46.67,3.71
288,mwinilunga,0,ZM,1561592519,54,-11.73,24.43,53.33,5.57
289,bowen,90,AU,1561592520,82,-20.01,148.25,68.0,8.05
